id,type,location_id,rated_power_kw,earliest_start,latest_end,required_kwh,minimum_kwh,maximum_kwh,minimum_duration,maximum_duration,deadline,min_power,max_power,override_rate,availability_rate,state,battery_capacity_kwh,arrival_soc_pct,target_soc_pct,dataset_split,acn_source_session
ev_0429,ev,simulation_feeder_09,2.3,2026-01-15T03:00:00+05:30,2026-01-15T08:18:24+05:30,2.201,1.761,12.205,15,318,2026-01-15T08:18:24+05:30,1.4,2.3,0.0275,0.9008,available,67.2,54.0,57.3,train,time series data/caltech/California_Garage_01/2-39-79-381-2020-03-02T21-43-54-214145.csv.gz
ev_0430,ev,simulation_feeder_10,3.44,2026-01-15T21:30:00+05:30,2026-01-15T22:27:19+05:30,2.888,2.31,3.286,15,57,2026-01-15T22:27:19+05:30,1.4,3.44,0.1615,0.9133,available,45.59,83.4,89.7,train,time series data/caltech/California_Garage_01/2-39-131-30-2018-11-19T16-07-34-048178.csv.gz
ev_0431,ev,simulation_feeder_01,3.47,2026-01-15T18:00:00+05:30,2026-01-15T23:18:34+05:30,5.377,4.302,18.424,15,318,2026-01-15T23:18:34+05:30,1.4,3.47,0.0442,0.977,available,52.22,14.7,25.0,train,time series data/caltech/N_Wilson_Garage_01/2-137-440-2991-2020-04-15T12-40-21-577113.csv.gz
ev_0432,ev,simulation_feeder_02,1.9,2026-01-15T07:30:00+05:30,2026-01-15T08:25:39+05:30,1.74,1.392,1.762,15,55,2026-01-15T08:25:39+05:30,1.4,1.9,0.16,0.9415,available,80.64,65.4,67.6,train,time series data/caltech/California_Garage_02/2-6-3-1624-2020-09-04T02-02-52-104834.csv.gz
ev_0433,ev,simulation_feeder_03,6.51,2026-01-15T20:45:00+05:30,2026-01-16T01:22:30+05:30,9.114,7.291,30.109,15,277,2026-01-16T01:22:30+05:30,1.4,6.51,0.1217,0.8867,available,84.74,60.4,71.2,train,time series data/caltech/California_Garage_01/2-39-90-26-2018-08-20T15-18-12-467106.csv.gz
ev_0434,ev,simulation_feeder_04,6.18,2026-01-15T22:30:00+05:30,2026-01-16T04:03:35+05:30,10.164,8.131,34.359,15,333,2026-01-16T04:03:35+05:30,1.4,6.18,0.2165,0.9369,available,53.84,54.5,73.4,train,time series data/office_01/Parking_Lot_01/19-102-260-1635-2019-08-15T17-08-23-980377.csv.gz
ev_0435,ev,simulation_feeder_05,7.19,2026-01-15T02:30:00+05:30,2026-01-15T03:44:41+05:30,3.925,3.14,8.95,15,74,2026-01-15T03:44:41+05:30,1.4,7.19,0.0779,0.9858,available,49.25,76.5,84.5,train,time series data/caltech/California_Garage_01/2-39-129-17-2018-12-22T21-06-34-127927.csv.gz
ev_0436,ev,simulation_feeder_06,3.4,2026-01-15T21:15:00+05:30,2026-01-16T05:15:34+05:30,5.443,4.354,27.232,15,480,2026-01-16T05:15:34+05:30,1.4,3.4,0.1386,0.8634,available,36.7,74.3,89.1,train,time series data/caltech/S_Wilson_Garage_01/2-105-277-1696-2020-03-10T15-50-46-462601.csv.gz
ev_0437,ev,simulation_feeder_07,22.0,2026-01-15T06:15:00+05:30,2026-01-15T06:38:22.162439+05:30,8.569,6.855,8.569,15,23,2026-01-15T06:38:22.162439+05:30,1.4,22.0,0.0638,0.9666,available,73.4,41.4,53.1,train,time series data/caltech/N_Wilson_Garage_01/2-137-521-3845-2020-08-03T00-50-29-720718.csv.gz
ev_0438,ev,simulation_feeder_08,3.54,2026-01-15T06:15:00+05:30,2026-01-15T08:26:56+05:30,6.386,5.109,7.784,15,131,2026-01-15T08:26:56+05:30,1.4,3.54,0.1087,0.8687,available,87.05,14.3,21.6,train,time series data/caltech/California_Garage_01/2-39-78-367-2018-10-29T00-52-57-020405.csv.gz
ev_0439,ev,simulation_feeder_09,3.33,2026-01-15T20:45:00+05:30,2026-01-16T05:39:30+05:30,4.178,3.342,29.665,15,534,2026-01-16T05:39:30+05:30,1.4,3.33,0.0829,0.9491,available,92.05,23.9,28.4,train,time series data/caltech/California_Garage_01/2-39-124-558-2018-09-21T15-27-44-323677.csv.gz
ev_0440,ev,simulation_feeder_10,3.5,2026-01-15T21:00:00+05:30,2026-01-16T05:00:16+05:30,3.273,2.618,28.016,15,480,2026-01-16T05:00:16+05:30,1.4,3.5,0.1503,0.8887,available,87.9,73.7,77.4,train,time series data/caltech/California_Garage_01/2-39-78-366-2018-09-13T15-42-36-036519.csv.gz
ev_0441,ev,simulation_feeder_01,11.21,2026-01-15T03:15:00+05:30,2026-01-15T09:08:40+05:30,26.85,21.48,66.077,15,353,2026-01-15T09:08:40+05:30,1.4,11.21,0.0678,0.8881,available,90.5,38.6,68.3,train,time series data/caltech/California_Garage_02/2-6-3-1631-2020-01-12T21-46-26-834998.csv.gz
ev_0442,ev,simulation_feeder_02,3.62,2026-01-15T06:30:00+05:30,2026-01-15T19:30:35+05:30,15.116,12.093,47.095,15,780,2026-01-15T19:30:35+05:30,1.4,3.62,0.0558,0.867,available,95.68,35.2,51.0,train,time series data/caltech/California_Garage_01/2-39-130-31-2018-12-05T01-09-17-999022.csv.gz
ev_0443,ev,simulation_feeder_03,6.91,2026-01-15T00:00:00+05:30,2026-01-15T05:32:54+05:30,37.836,30.269,38.339,15,332,2026-01-15T05:32:54+05:30,1.4,6.91,0.1258,0.9365,available,84.58,33.9,78.6,train,time series data/caltech/N_Wilson_Garage_01/2-137-440-3993-2020-10-08T18-30-15-332769.csv.gz
ev_0444,ev,simulation_feeder_04,3.34,2026-01-15T21:15:00+05:30,2026-01-16T07:14:40+05:30,1.716,1.373,33.381,15,599,2026-01-16T07:14:40+05:30,1.4,3.34,0.0921,0.9858,available,82.58,72.2,74.3,train,time series data/caltech/California_Garage_01/2-39-124-558-2018-09-17T15-58-44-188625.csv.gz
ev_0445,ev,simulation_feeder_05,11.18,2026-01-15T23:15:00+05:30,2026-01-16T02:10:49+05:30,32.0,25.6,32.761,15,175,2026-01-16T02:10:49+05:30,1.4,11.18,0.0713,0.9305,available,75.52,41.9,84.3,train,time series data/caltech/California_Garage_02/2-6-3-1623-2019-09-15T17-52-37-639796.csv.gz
ev_0446,ev,simulation_feeder_06,7.15,2026-01-15T22:15:00+05:30,2026-01-16T06:43:34+05:30,13.539,10.831,41.53,15,508,2026-01-16T06:43:34+05:30,1.4,7.15,0.0724,0.9341,available,41.53,26.5,59.1,train,time series data/caltech/California_Garage_01/2-39-91-441-2019-10-08T16-54-24-296140.csv.gz
ev_0447,ev,simulation_feeder_07,6.39,2026-01-15T20:15:00+05:30,2026-01-16T01:03:12+05:30,8.818,7.054,30.693,15,288,2026-01-16T01:03:12+05:30,1.4,6.39,0.0506,0.8922,available,84.9,16.1,26.5,train,time series data/caltech/California_Garage_01/2-39-79-380-2018-11-12T14-50-06-245323.csv.gz
ev_0448,ev,simulation_feeder_08,5.55,2026-01-15T19:00:00+05:30,2026-01-15T23:35:24+05:30,18.496,14.797,25.474,15,275,2026-01-15T23:35:24+05:30,1.4,5.55,0.0941,0.9686,available,51.82,15.4,51.1,train,time series data/jpl/Arroyo_Garage_01/1-1-193-816-2020-06-25T13-36-44-917711.csv.gz
ev_0449,ev,simulation_feeder_09,3.56,2026-01-15T06:00:00+05:30,2026-01-15T07:22:06+05:30,4.465,3.572,4.871,15,82,2026-01-15T07:22:06+05:30,1.4,3.56,0.0656,0.9475,available,61.98,47.3,54.5,train,time series data/caltech/California_Garage_01/2-39-138-29-2019-01-10T00-33-14-249981.csv.gz
ev_0450,ev,simulation_feeder_10,1.72,2026-01-15T03:15:00+05:30,2026-01-15T03:30:00+05:30,0.01,0.008,0.43,15,15,2026-01-15T03:30:00+05:30,1.4,1.72,0.0292,0.9568,available,69.52,10.0,10.0,train,time series data/caltech/N_Wilson_Garage_01/2-137-441-3016-2020-11-28T21-50-35-623636.csv.gz
ev_0451,ev,simulation_feeder_01,7.41,2026-01-15T20:30:00+05:30,2026-01-15T21:29:25+05:30,7.247,5.798,7.338,15,59,2026-01-15T21:29:25+05:30,1.4,7.41,0.0598,0.9465,available,38.19,12.0,31.0,train,time series data/caltech/California_Garage_02/2-6-3-1624-2019-05-18T15-09-48-883568.csv.gz
ev_0452,ev,simulation_feeder_02,6.45,2026-01-15T23:00:00+05:30,2026-01-16T06:25:41+05:30,36.095,28.876,47.911,15,445,2026-01-16T06:25:41+05:30,1.4,6.45,0.1673,0.9319,available,82.41,45.5,89.3,train,time series data/office_01/Parking_Lot_01/19-102-260-1639-2019-08-13T17-42-14-108040.csv.gz
ev_0453,ev,simulation_feeder_03,22.0,2026-01-15T07:15:00+05:30,2026-01-15T07:37:22.350296+05:30,8.203,6.562,8.203,15,22,2026-01-15T07:37:22.350296+05:30,1.4,22.0,0.1556,0.9406,available,73.68,28.2,39.3,train,time series data/caltech/N_Wilson_Garage_01/2-137-521-3843-2020-07-27T01-55-08-825271.csv.gz
ev_0454,ev,simulation_feeder_04,1.73,2026-01-15T21:45:00+05:30,2026-01-16T06:57:29+05:30,0.917,0.734,15.93,15,552,2026-01-16T06:57:29+05:30,1.4,1.73,0.0945,0.8622,available,44.81,31.5,33.5,train,time series data/caltech/California_Garage_01/2-39-95-27-2019-04-01T16-21-18-425884.csv.gz
ev_0455,ev,simulation_feeder_05,6.6,2026-01-15T22:15:00+05:30,2026-01-16T06:49:48+05:30,14.846,11.877,56.628,15,514,2026-01-16T06:49:48+05:30,1.4,6.6,0.0605,0.8743,available,80.35,60.8,79.3,train,time series data/caltech/California_Garage_01/2-39-78-365-2019-07-18T16-55-00-988466.csv.gz
ev_0456,ev,simulation_feeder_06,6.44,2026-01-15T20:45:00+05:30,2026-01-16T01:22:02+05:30,27.529,22.023,29.735,15,277,2026-01-16T01:22:02+05:30,1.4,6.44,0.0814,0.9343,available,84.67,15.2,47.7,train,time series data/jpl/Arroyo_Garage_01/1-1-193-829-2020-06-30T15-27-39-279957.csv.gz
ev_0457,ev,simulation_feeder_07,11.24,2026-01-15T03:30:00+05:30,2026-01-15T05:35:31+05:30,22.984,18.387,23.513,15,125,2026-01-15T05:35:31+05:30,1.4,11.24,0.0693,0.9237,available,73.25,22.1,53.5,train,time series data/caltech/California_Garage_02/2-6-3-1631-2019-10-14T22-10-37-504998.csv.gz
ev_0458,ev,simulation_feeder_08,3.31,2026-01-15T10:00:00+05:30,2026-01-16T10:56:22+05:30,10.942,8.754,82.55,15,1496,2026-01-16T10:56:22+05:30,1.4,3.31,0.1211,0.9711,available,89.72,36.4,48.6,train,time series data/caltech/California_Garage_01/2-39-127-19-2019-03-27T04-41-51-111565.csv.gz
ev_0459,ev,simulation_feeder_09,6.56,2026-01-15T06:00:00+05:30,2026-01-15T09:38:11+05:30,14.348,11.478,23.855,15,218,2026-01-15T09:38:11+05:30,1.4,6.56,0.1429,0.9043,available,43.72,46.0,78.8,train,time series data/caltech/S_Wilson_Garage_01/2-105-277-1697-2020-06-27T00-33-17-637496.csv.gz
ev_0460,ev,simulation_feeder_10,3.46,2026-01-15T21:00:00+05:30,2026-01-16T06:52:02+05:30,5.023,4.018,34.141,15,592,2026-01-16T06:52:02+05:30,1.4,3.46,0.0472,0.8784,available,50.76,17.5,27.4,train,time series data/caltech/California_Garage_01/2-39-125-21-2018-09-07T15-44-01-650341.csv.gz
ev_0461,ev,simulation_feeder_01,1.45,2026-01-15T03:30:00+05:30,2026-01-15T03:45:00+05:30,0.023,0.018,0.362,15,15,2026-01-15T03:45:00+05:30,1.4,1.45,0.1971,0.967,available,82.56,25.8,25.8,train,time series data/caltech/California_Garage_01/2-39-138-566-2018-08-16T22-01-52-652781.csv.gz
ev_0462,ev,simulation_feeder_02,7.01,2026-01-15T06:45:00+05:30,2026-01-15T07:47:04+05:30,6.695,5.356,7.251,15,62,2026-01-15T07:47:04+05:30,1.4,7.01,0.1902,0.8768,available,58.28,37.1,48.6,train,time series data/caltech/California_Garage_01/2-39-126-20-2018-08-26T01-20-25-241664.csv.gz
ev_0463,ev,simulation_feeder_03,3.44,2026-01-15T00:00:00+05:30,2026-01-15T05:40:01+05:30,13.998,11.198,19.494,15,340,2026-01-15T05:40:01+05:30,1.4,3.44,0.0267,0.9349,available,53.65,30.6,56.7,train,time series data/office_01/Parking_Lot_01/19-102-260-1636-2019-06-20T18-35-04-734075.csv.gz
ev_0464,ev,simulation_feeder_04,5.76,2026-01-15T08:45:00+05:30,2026-01-15T10:26:13+05:30,9.003,7.202,9.717,15,101,2026-01-15T10:26:13+05:30,1.4,5.76,0.086,0.895,available,57.77,59.7,75.3,train,time series data/caltech/California_Garage_02/2-6-3-1356-2019-11-27T03-26-12-335268.csv.gz
ev_0465,ev,simulation_feeder_05,7.12,2026-01-15T22:30:00+05:30,2026-01-16T06:41:56+05:30,43.579,34.863,58.376,15,491,2026-01-16T06:41:56+05:30,1.4,7.12,0.1597,0.9851,available,72.63,26.2,86.2,train,time series data/caltech/California_Garage_01/2-39-95-27-2019-01-28T17-01-57-131798.csv.gz
ev_0466,ev,simulation_feeder_06,6.96,2026-01-15T06:30:00+05:30,2026-01-15T08:10:37+05:30,7.867,6.294,11.672,15,100,2026-01-15T08:10:37+05:30,1.4,6.96,0.1561,0.9348,available,47.01,38.0,54.7,train,time series data/caltech/California_Garage_01/2-39-131-30-2019-07-11T01-02-57-746643.csv.gz
ev_0467,ev,simulation_feeder_07,6.71,2026-01-15T01:00:00+05:30,2026-01-15T06:27:48+05:30,25.355,20.284,36.659,15,327,2026-01-15T06:27:48+05:30,1.4,6.71,0.0581,0.949,available,61.31,28.9,70.3,train,time series data/office_01/Parking_Lot_01/19-102-260-1634-2020-02-17T19-34-32-134165.csv.gz
ev_0468,ev,simulation_feeder_08,6.64,2026-01-15T23:15:00+05:30,2026-01-16T02:28:02+05:30,7.916,6.333,21.362,15,193,2026-01-16T02:28:02+05:30,1.4,6.64,0.1876,0.9222,available,93.18,13.9,22.4,train,time series data/caltech/California_Garage_01/2-39-126-560-2018-10-02T17-49-08-839246.csv.gz
ev_0469,ev,simulation_feeder_09,7.12,2026-01-15T18:15:00+05:30,2026-01-15T23:11:30+05:30,32.15,25.72,35.185,15,296,2026-01-15T23:11:30+05:30,1.4,7.12,0.0265,0.8926,available,63.83,13.3,63.7,train,time series data/caltech/California_Garage_01/2-39-125-21-2018-10-30T12-53-03-329135.csv.gz
ev_0470,ev,simulation_feeder_10,7.0,2026-01-15T05:45:00+05:30,2026-01-15T07:33:55+05:30,11.136,8.909,12.707,15,108,2026-01-15T07:33:55+05:30,1.4,7.0,0.202,0.8721,available,99.35,28.4,39.6,train,time series data/caltech/California_Garage_01/2-39-129-17-2018-07-14T00-23-54-680237.csv.gz
ev_0471,ev,simulation_feeder_01,3.6,2026-01-15T07:15:00+05:30,2026-01-15T19:38:13+05:30,16.048,12.838,44.593,15,743,2026-01-15T19:38:13+05:30,1.4,3.6,0.117,0.9668,available,93.71,48.6,65.7,train,time series data/caltech/California_Garage_01/2-39-131-30-2019-12-18T01-54-49-633626.csv.gz
ev_0472,ev,simulation_feeder_02,3.27,2026-01-15T22:45:00+05:30,2026-01-15T23:57:15+05:30,2.064,1.651,3.938,15,72,2026-01-15T23:57:15+05:30,1.4,3.27,0.0422,0.8669,available,53.43,77.4,81.3,train,time series data/caltech/S_Wilson_Garage_01/2-105-277-1697-2020-09-14T17-18-44-129055.csv.gz
ev_0473,ev,simulation_feeder_03,6.74,2026-01-15T01:30:00+05:30,2026-01-15T03:05:01+05:30,8.876,7.101,10.674,15,95,2026-01-15T03:05:01+05:30,1.4,6.74,0.078,0.9319,available,55.81,56.5,72.4,train,time series data/caltech/California_Garage_02/2-6-3-1362-2020-06-18T20-13-54-983753.csv.gz
ev_0474,ev,simulation_feeder_04,6.85,2026-01-15T07:15:00+05:30,2026-01-15T08:24:05+05:30,7.517,6.014,7.887,15,69,2026-01-15T08:24:05+05:30,1.4,6.85,0.0231,0.9131,available,37.44,32.6,52.7,train,time series data/caltech/California_Garage_01/2-39-123-557-2018-05-13T01-56-51-710886.csv.gz
ev_0475,ev,simulation_feeder_05,3.62,2026-01-15T09:15:00+05:30,2026-01-15T11:49:25+05:30,9.157,7.326,9.316,15,154,2026-01-15T11:49:25+05:30,1.4,3.62,0.1162,0.9838,available,38.87,19.5,43.1,train,time series data/caltech/California_Garage_01/2-39-127-19-2019-04-20T03-51-54-682148.csv.gz
ev_0476,ev,simulation_feeder_06,6.41,2026-01-15T07:00:00+05:30,2026-01-15T11:13:00+05:30,12.499,9.999,27.029,15,253,2026-01-15T11:13:00+05:30,1.4,6.41,0.128,0.9028,available,87.56,40.5,54.8,train,time series data/caltech/California_Garage_01/2-39-128-18-2019-01-17T01-42-20-763533.csv.gz
ev_0477,ev,simulation_feeder_07,3.48,2026-01-15T00:15:00+05:30,2026-01-15T06:46:42+05:30,1.881,1.505,22.719,15,391,2026-01-15T06:46:42+05:30,1.4,3.48,0.1515,0.9484,available,49.79,12.7,16.5,train,time series data/caltech/California_Garage_01/2-39-79-381-2018-10-06T18-47-50-441922.csv.gz
ev_0478,ev,simulation_feeder_08,5.18,2026-01-15T21:15:00+05:30,2026-01-16T05:38:41+05:30,6.791,5.433,43.485,15,503,2026-01-16T05:38:41+05:30,1.4,5.18,0.1238,0.9721,available,73.86,80.2,89.4,train,time series data/caltech/California_Garage_01/2-39-79-383-2018-11-28T15-49-52-423434.csv.gz
ev_0479,ev,simulation_feeder_09,10.1,2026-01-15T21:45:00+05:30,2026-01-15T23:28:32+05:30,3.581,2.865,17.428,15,103,2026-01-15T23:28:32+05:30,1.4,10.1,0.0687,0.9569,available,52.68,59.2,66.0,train,time series data/caltech/California_Garage_02/2-6-3-1358-2019-02-25T16-17-20-754880.csv.gz
ev_0480,ev,simulation_feeder_10,6.08,2026-01-15T20:15:00+05:30,2026-01-16T05:38:07+05:30,19.128,15.302,57.062,15,563,2026-01-16T05:38:07+05:30,1.4,6.08,0.1389,0.9332,available,86.59,46.4,68.5,train,time series data/caltech/California_Garage_02/2-6-3-1359-2019-11-15T14-58-12-908729.csv.gz
ev_0481,ev,simulation_feeder_01,3.5,2026-01-15T19:45:00+05:30,2026-01-16T07:09:03+05:30,13.205,10.564,39.903,15,684,2026-01-16T07:09:03+05:30,1.4,3.5,0.1611,0.8917,available,90.19,54.5,69.1,train,time series data/caltech/California_Garage_01/2-39-79-376-2018-08-22T14-21-45-881029.csv.gz
ev_0482,ev,simulation_feeder_02,6.51,2026-01-15T03:30:00+05:30,2026-01-15T10:21:02+05:30,9.519,7.615,41.96,15,411,2026-01-15T10:21:02+05:30,1.4,6.51,0.0478,0.8875,available,41.96,27.2,49.9,train,time series data/caltech/California_Garage_01/2-39-125-21-2018-10-12T22-07-25-147468.csv.gz
ev_0483,ev,simulation_feeder_03,6.27,2026-01-15T20:00:00+05:30,2026-01-16T01:20:16+05:30,18.819,15.055,33.468,15,320,2026-01-16T01:20:16+05:30,1.4,6.27,0.0424,0.8625,available,47.82,33.4,72.8,train,time series data/caltech/California_Garage_02/2-6-3-1367-2019-03-08T14-35-18-852457.csv.gz
ev_0484,ev,simulation_feeder_04,16.66,2026-01-15T23:00:00+05:30,2026-01-16T01:14:47+05:30,26.676,21.341,37.425,15,134,2026-01-16T01:14:47+05:30,1.4,16.66,0.2136,0.8672,available,54.03,24.1,73.5,train,time series data/caltech/California_Garage_02/2-6-3-1630-2019-06-13T17-31-24-436346.csv.gz
ev_0485,ev,simulation_feeder_05,6.2,2026-01-15T21:30:00+05:30,2026-01-16T06:33:29+05:30,11.754,9.403,56.16,15,543,2026-01-16T06:33:29+05:30,1.4,6.2,0.1492,0.9394,available,81.0,51.2,65.7,train,time series data/caltech/S_Wilson_Garage_01/2-105-277-1697-2020-02-03T16-04-09-479678.csv.gz
ev_0486,ev,simulation_feeder_06,11.26,2026-01-15T03:30:00+05:30,2026-01-15T04:22:48+05:30,9.51,7.608,9.909,15,52,2026-01-15T04:22:48+05:30,1.4,11.26,0.1925,0.8894,available,72.37,31.2,44.3,train,time series data/caltech/California_Garage_02/2-6-3-1629-2020-11-24T22-04-35-130808.csv.gz
ev_0487,ev,simulation_feeder_07,6.97,2026-01-15T23:15:00+05:30,2026-01-16T06:40:10+05:30,17.367,13.894,51.714,15,445,2026-01-16T06:40:10+05:30,1.4,6.97,0.0922,0.8977,available,97.96,54.7,72.4,train,time series data/caltech/California_Garage_01/2-39-79-377-2019-10-20T17-58-22-451042.csv.gz
ev_0488,ev,simulation_feeder_08,3.46,2026-01-15T21:00:00+05:30,2026-01-16T02:45:16+05:30,2.146,1.717,19.91,15,345,2026-01-16T02:45:16+05:30,1.4,3.46,0.108,0.8785,available,60.57,60.0,63.5,train,time series data/caltech/California_Garage_01/2-39-95-444-2018-10-29T15-38-56-199060.csv.gz
ev_0489,ev,simulation_feeder_09,6.62,2026-01-15T11:30:00+05:30,2026-01-16T00:34:38+05:30,26.627,21.302,71.19,15,784,2026-01-16T00:34:38+05:30,1.4,6.62,0.1688,0.8638,available,71.19,45.5,82.9,train,time series data/caltech/California_Garage_02/2-6-3-1357-2019-12-29T06-08-46-956821.csv.gz
ev_0490,ev,simulation_feeder_10,22.0,2026-01-15T01:15:00+05:30,2026-01-15T02:37:11.232867+05:30,30.135,24.108,30.135,15,82,2026-01-15T02:37:11.232867+05:30,1.4,22.0,0.1656,0.989,available,75.93,36.2,75.9,train,time series data/caltech/N_Wilson_Garage_01/2-137-521-3845-2020-09-24T19-45-35-387421.csv.gz
ev_0491,ev,simulation_feeder_01,10.05,2026-01-15T03:15:00+05:30,2026-01-15T04:38:00+05:30,3.735,2.988,13.902,15,83,2026-01-15T04:38:00+05:30,1.4,10.05,0.1344,0.9464,available,78.89,77.2,81.9,validation,time series data/caltech/California_Garage_02/2-6-3-1357-2019-01-15T21-48-41-437993.csv.gz
ev_0492,ev,simulation_feeder_02,3.64,2026-01-15T22:00:00+05:30,2026-01-16T10:15:43+05:30,5.688,4.55,44.633,15,735,2026-01-16T10:15:43+05:30,1.4,3.64,0.21,0.8787,available,53.13,30.6,41.3,validation,time series data/caltech/California_Garage_01/2-39-127-19-2019-05-10T16-32-19-081504.csv.gz
ev_0493,ev,simulation_feeder_03,3.55,2026-01-15T21:45:00+05:30,2026-01-16T04:29:47+05:30,1.761,1.409,23.95,15,404,2026-01-16T04:29:47+05:30,1.4,3.55,0.1396,0.9022,available,80.42,52.6,54.8,validation,time series data/caltech/California_Garage_01/2-39-92-436-2019-10-31T16-27-44-074981.csv.gz
ev_0494,ev,simulation_feeder_04,5.06,2026-01-15T22:00:00+05:30,2026-01-15T23:53:41+05:30,6.062,4.85,9.587,15,113,2026-01-15T23:53:41+05:30,1.4,5.06,0.1514,0.9494,available,83.6,54.0,61.3,validation,time series data/caltech/California_Garage_01/2-39-78-362-2019-11-11T16-37-50-740930.csv.gz
ev_0495,ev,simulation_feeder_05,6.5,2026-01-15T19:00:00+05:30,2026-01-16T02:18:24+05:30,23.629,18.903,43.56,15,438,2026-01-16T02:18:24+05:30,1.4,6.5,0.1871,0.9365,available,43.56,21.0,75.2,validation,time series data/jpl/Arroyo_Garage_01/1-1-194-826-2020-11-10T13-44-35-096233.csv.gz
ev_0496,ev,simulation_feeder_06,16.8,2026-01-15T21:45:00+05:30,2026-01-15T22:00:00+05:30,0.345,0.276,4.2,15,15,2026-01-15T22:00:00+05:30,1.4,16.8,0.075,0.9354,available,56.61,62.7,63.3,validation,time series data/caltech/California_Garage_01/2-39-81-4550-2020-09-13T16-26-30-156660.csv.gz
ev_0497,ev,simulation_feeder_07,10.86,2026-01-15T00:15:00+05:30,2026-01-15T01:52:17+05:30,8.554,6.843,17.608,15,97,2026-01-15T01:52:17+05:30,1.4,10.86,0.1406,0.8673,available,80.28,14.0,24.7,validation,time series data/caltech/California_Garage_02/2-6-3-1632-2020-02-08T18-51-08-795131.csv.gz
ev_0498,ev,simulation_feeder_08,3.43,2026-01-15T04:45:00+05:30,2026-01-15T08:25:37+05:30,11.659,9.327,12.612,15,220,2026-01-15T08:25:37+05:30,1.4,3.43,0.0232,0.9782,available,73.79,33.1,48.9,validation,time series data/caltech/S_Wilson_Garage_01/2-105-277-1698-2019-07-07T23-19-37-498677.csv.gz
ev_0499,ev,simulation_feeder_09,3.33,2026-01-15T02:00:00+05:30,2026-01-15T05:31:15+05:30,5.075,4.06,11.724,15,211,2026-01-15T05:31:15+05:30,1.4,3.33,0.203,0.938,available,92.12,21.2,26.7,validation,time series data/caltech/California_Garage_01/2-39-78-364-2019-01-18T20-36-09-690805.csv.gz
ev_0500,ev,simulation_feeder_10,11.03,2026-01-15T06:15:00+05:30,2026-01-15T09:28:26+05:30,26.677,21.342,35.559,15,193,2026-01-15T09:28:26+05:30,1.4,11.03,0.1318,0.9619,available,45.13,29.8,88.9,validation,time series data/caltech/California_Garage_02/2-6-3-1628-2019-05-14T00-59-26-171164.csv.gz
ev_0501,ev,simulation_feeder_01,6.57,2026-01-15T22:30:00+05:30,2026-01-16T06:02:56+05:30,12.219,9.775,49.596,15,452,2026-01-16T06:02:56+05:30,1.4,6.57,0.1907,0.901,available,76.14,50.6,66.6,validation,time series data/caltech/California_Garage_01/2-39-95-444-2019-05-23T17-09-08-001476.csv.gz
ev_0502,ev,simulation_feeder_02,6.76,2026-01-15T08:45:00+05:30,2026-01-15T09:00:00+05:30,0.235,0.188,1.69,15,15,2026-01-15T09:00:00+05:30,1.4,6.76,0.1357,0.8901,available,44.66,82.1,82.6,validation,time series data/caltech/California_Garage_01/2-39-123-23-2018-10-02T03-26-48-626020.csv.gz
ev_0503,ev,simulation_feeder_03,7.04,2026-01-15T09:45:00+05:30,2026-01-15T11:42:42+05:30,13.123,10.498,13.81,15,117,2026-01-15T11:42:42+05:30,1.4,7.04,0.179,0.8617,available,89.31,30.9,45.6,validation,time series data/caltech/California_Garage_01/2-39-130-31-2018-07-26T04-19-49-625599.csv.gz
ev_0504,ev,simulation_feeder_04,3.62,2026-01-15T19:45:00+05:30,2026-01-15T23:43:37+05:30,10.861,8.689,14.397,15,238,2026-01-15T23:43:37+05:30,1.4,3.62,0.1219,0.8722,available,91.85,52.6,64.4,validation,time series data/caltech/California_Garage_01/2-39-79-380-2018-09-22T14-28-34-752409.csv.gz
